81	1000
4910.35	9.42869	0.777104	5e-05	22.83	0.4913	0.422	1.09493	5.5341	4.5	-0	-0	0.3441	-0	0.03905	0.012975	0.0380093	0.178199	0.29346	0.12	0.146437	0.1066	0.473442	0.3	0.000856105	0.000407809	0.317881	0.0734477	1.24258	0.462184	0.284094	0.338578	0.324626	0.338578	0.348542	2	0.23	-0	0.27	2	0.23	-0	0.05	-0	-0	0.5	0.03	0.03	0.03	0.03	0.45	1	1	0.561886	19.5094	1	1	1	1	1	-0	1	1	1	1	1	1	1	1	1	1	1	-0	1	1	1	1	1	1	1	463.784	1.20001
5895.93	9.08292	0.902849	5e-05	22.83	0.4913	0.422	1.09493	5.5341	4.5	-0	-0	0.3441	-0	0.03905	0.012975	0.0380734	0.178199	0.293417	0.12	0.146501	0.1066	0.473399	0.3	0.000215085	0.00114675	1.13464	0.142767	1.24258	0.448661	0.561262	0.338578	0	0.338578	0.348542	2	0.23	-0	0.27	2	0.23	-0	0.05	-0	-0	0.5	0.03	0.03	0.03	0.03	0.45	1	1	0.58139	10.2007	1	1	1	1	1	-0	1	1	1	1	1	1	1	1	1	1	1	-0	1	1	1	1	1	1	1	504.536	1.18093
5922.8	9.48723	0.997111	5e-05	22.83	0.4913	0.422	1.09493	5.5341	4.5	-0	-0	0.3441	-0	0.03905	0.012975	0.0380837	0.178199	0.29341	0.12	0.146511	0.1066	0.473393	0.3	0.000325727	0.00105183	1.04634	0.18342	1.24258	0.159976	0.235216	0.338578	0.338426	0.338578	0.348542	2	0.23	-0	0.27	2	0.23	-0	0.05	-0	-0	0.5	0.03	0.03	0.03	0.03	0.45	1	1	0.118577	16.8922	1	1	1	1	1	-0	1	1	1	1	1	1	1	1	1	1	1	-0	1	1	1	1	1	1	1	445.915	1.2097
6377.28	8.48853	0.409415	5e-05	22.83	0.4913	0.422	1.09493	5.5341	4.5	-0	-0	0.3441	-0	0.03905	0.012975	0.0420589	0.178199	0.29076	0.12	0.150486	0.1066	0.470743	0.3	0.00707092	0.000475772	0	0.0235073	1.24258	0.32474	0.170482	0.338578	0.477738	0.338578	0.348542	2	0.23	-0	0.27	2	0.23	-0	0.05	-0	-0	0.5	0.03	0.03	0.03	0.03	0.45	1	1	5.18951	5.52259	1	1	1	1	1	-0	1	1	1	1	1	1	1	1	1	1	1	-0	1	1	1	1	1	1	1	550.717	1.16328
6709.16	9.08255	1.10513	5e-05	22.83	0.4913	0.422	1.09493	5.5341	4.5	-0	-0	0.3441	-0	0.03905	0.012975	0.043429	0.178199	0.289847	0.12	0.151856	0.1066	0.469829	0.3	0.00939035	0.000327199	0	0.0704713	1.24258	0.634602	0.422107	0.338578	0.16384	0.338578	0.348542	2	0.23	-0	0.27	2	0.23	-0	0.05	-0	-0	0.5	0.03	0.03	0.03	0.03	0.45	1	1	14.7849	2.71206	1	1	1	1	1	-0	1	1	1	1	1	1	1	1	1	1	1	-0	1	1	1	1	1	1	1	250.782	1.44558
6772.33	8.38683	0.477788	5e-05	22.83	0.4913	0.422	1.09493	5.5341	4.5	-0	-0	0.3441	-0	0.03905	0.012975	0.0376827	0.178199	0.293678	0.12	0.14611	0.1066	0.47366	0.3	0.000505503	0.000260217	0.900745	0.248279	1.24258	0.781036	0.544992	0.338578	0	0.338578	0.348542	2	0.23	-0	0.27	2	0.23	-0	0.05	-0	-0	0.5	0.03	0.03	0.03	0.03	0.45	1	1	16.4385	2.77382	1	1	1	1	1	-0	1	1	1	1	1	1	1	1	1	1	1	-0	1	1	1	1	1	1	1	640.002	1.13737
6797.41	9.86309	1.5455	5e-05	22.83	0.4913	0.422	1.09493	5.5341	4.5	-0	-0	0.3441	-0	0.03905	0.012975	0.0420008	0.178199	0.290799	0.12	0.150428	0.1066	0.470781	0.3	0.00276985	0.00468533	0	0.0542646	1.24258	0	0.455958	0.338578	0.130533	0.338578	0.348542	2	0.23	-0	0.27	2	0.23	-0	0.05	-0	-0	0.5	0.03	0.03	0.03	0.03	0.45	1	1	1.06708	11.5613	1	1	1	1	1	-0	1	1	1	1	1	1	1	1	1	1	1	-0	1	1	1	1	1	1	1	282.344	1.37699
6988.14	9.42073	1.7189	5e-05	22.83	0.4913	0.422	1.09493	5.5341	4.5	-0	-0	0.3441	-0	0.03905	0.012975	0.0442198	0.178199	0.289319	0.12	0.152647	0.1066	0.469302	0.3	0.00353556	0.00744563	0	0.046411	1.24258	0	0.562623	0.338578	0.00846732	0.338578	0.348542	2	0.23	-0	0.27	2	0.23	-0	0.05	-0	-0	0.5	0.03	0.03	0.03	0.03	0.45	1	1	0.906747	15.0457	1	1	1	1	1	-0	1	1	1	1	1	1	1	1	1	1	1	-0	1	1	1	1	1	1	1	334.697	1.30031
7066.34	9.62723	1.25024	5e-05	22.83	0.4913	0.422	1.09493	5.5341	4.5	-0	-0	0.3441	-0	0.03905	0.012975	0.0377023	0.178199	0.293664	0.12	0.14613	0.1066	0.473647	0.3	0.000550444	0.000245172	2.4303	1.83024	1.24258	0.395808	0.153828	0.338578	0	0.338578	0.348542	2	0.23	-0	0.27	2	0.23	-0	0.05	-0	-0	0.5	0.03	0.03	0.03	0.03	0.45	1	1	1.43428	5.97189	1	1	1	1	1	-0	1	1	1	1	1	1	1	1	1	1	1	-0	1	1	1	1	1	1	1	662.394	1.13212
7517.13	8.38807	0.413146	5e-05	22.83	0.4913	0.422	1.09493	5.5341	4.5	-0	-0	0.3441	-0	0.03905	0.012975	0.0376161	0.178199	0.293722	0.12	0.146043	0.1066	0.473704	0.3	0.000228883	0.000435337	1.23219	0.256867	1.24258	0.655826	0.488829	0.338578	0.0117041	0.338578	0.348542	2	0.23	-0	0.27	2	0.23	-0	0.05	-0	-0	0.5	0.03	0.03	0.03	0.03	0.45	1	1	18.5409	2.6519	1	1	1	1	1	-0	1	1	1	1	1	1	1	1	1	1	1	-0	1	1	1	1	1	1	1	604.242	1.1467
