171	33	16
2.5	1	10	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.005	0.0001	0.2	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700	1500	1700	.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8500	1.1	10000	.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
200	100	10000	.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1000	1.1	10000	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7000	1.1	20000	.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
500	1.1	2000	.	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1.55731e-06	1e-06	0.0001	.	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7.12297e-06	1e-06	0.0001	.	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
5e-06	1e-06	0.0001	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.55087e-06	1e-06	0.0001	.	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
8.1254e-06	1e-07	0.0001	.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1e-07	1e-07	0.0001	.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8.4e-06	1e-06	0.0001	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.5e-05	1e-05	0.0001	.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1e-05	1e-05	0.0001	.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.77433e-05	1e-05	0.0001	.	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
8.48888e-05	1e-05	0.0001	.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1.11032e-05	2e-06	0.0005	.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.000376032	2e-06	0.0005	.	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1.09044e-05	2e-06	0.0005	.	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.000243753	2e-06	0.0005	.	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
6.38441e-05	2e-06	0.0005	.	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.000364359	2e-06	0.0005	.	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
