81	1000
5438.15	8.58409	0.37286	5e-05	22.83	0.4913	0.422	1.09493	5.5341	4.5	-0	-0	0.3441	-0	0.03905	0.012975	0.0380392	0.178199	0.29344	0.12	0.146467	0.1066	0.473422	0.3	0.000380763	0.000928869	0.958038	0.159344	1.24258	0.325274	0.3522	0.338578	0.210676	0.338578	0.348542	2	0.23	-0	0.27	2	0.23	-0	0.05	-0	-0	0.5	0.03	0.03	0.03	0.03	0.45	1	1	18.0853	7.21329	1	1	1	1	1	-0	1	1	1	1	1	1	1	1	1	1	1	-0	1	1	1	1	1	1	1	347.77	1.2858
5628.59	8.50215	0.349824	5e-05	22.83	0.4913	0.422	1.09493	5.5341	4.5	-0	-0	0.3441	-0	0.03905	0.012975	0.0380392	0.178199	0.29344	0.12	0.146467	0.1066	0.473422	0.3	0.000380763	0.000928869	0.958038	0.159344	1.24258	0.325274	0.3522	0.338578	0.210676	0.338578	0.348542	2	0.23	-0	0.27	2	0.23	-0	0.05	-0	-0	0.5	0.03	0.03	0.03	0.03	0.45	1	1	13.6537	9.5766	1	1	1	1	1	-0	1	1	1	1	1	1	1	1	1	1	1	-0	1	1	1	1	1	1	1	347.77	1.2858
5764.06	8.13058	0.693343	5e-05	22.83	0.4913	0.422	1.09493	5.5341	4.5	-0	-0	0.3441	-0	0.03905	0.012975	0.0380392	0.178199	0.29344	0.12	0.146467	0.1066	0.473422	0.3	0.000380763	0.000928869	0.958038	0.159344	1.24258	0.325274	0.3522	0.338578	0.210676	0.338578	0.348542	2	0.23	-0	0.27	2	0.23	-0	0.05	-0	-0	0.5	0.03	0.03	0.03	0.03	0.45	1	1	10.2733	4.91331	1	1	1	1	1	-0	1	1	1	1	1	1	1	1	1	1	1	-0	1	1	1	1	1	1	1	347.77	1.2858
6341	8.54679	0.720527	5e-05	22.83	0.4913	0.422	1.09493	5.5341	4.5	-0	-0	0.3441	-0	0.03905	0.012975	0.0380392	0.178199	0.29344	0.12	0.146467	0.1066	0.473422	0.3	0.000380763	0.000928869	0.958038	0.159344	1.24258	0.325274	0.3522	0.338578	0.210676	0.338578	0.348542	2	0.23	-0	0.27	2	0.23	-0	0.05	-0	-0	0.5	0.03	0.03	0.03	0.03	0.45	1	1	2.19314	7.22037	1	1	1	1	1	-0	1	1	1	1	1	1	1	1	1	1	1	-0	1	1	1	1	1	1	1	347.77	1.2858
6832.72	9.37798	1.42437	5e-05	22.83	0.4913	0.422	1.09493	5.5341	4.5	-0	-0	0.3441	-0	0.03905	0.012975	0.0380392	0.178199	0.29344	0.12	0.146467	0.1066	0.473422	0.3	0.000380763	0.000928869	0.958038	0.159344	1.24258	0.325274	0.3522	0.338578	0.210676	0.338578	0.348542	2	0.23	-0	0.27	2	0.23	-0	0.05	-0	-0	0.5	0.03	0.03	0.03	0.03	0.45	1	1	0.507316	7.9975	1	1	1	1	1	-0	1	1	1	1	1	1	1	1	1	1	1	-0	1	1	1	1	1	1	1	347.77	1.2858
7195.19	9.01136	0.384275	5e-05	22.83	0.4913	0.422	1.09493	5.5341	4.5	-0	-0	0.3441	-0	0.03905	0.012975	0.0380392	0.178199	0.29344	0.12	0.146467	0.1066	0.473422	0.3	0.000380763	0.000928869	0.958038	0.159344	1.24258	0.325274	0.3522	0.338578	0.210676	0.338578	0.348542	2	0.23	-0	0.27	2	0.23	-0	0.05	-0	-0	0.5	0.03	0.03	0.03	0.03	0.45	1	1	1.77425	10.5409	1	1	1	1	1	-0	1	1	1	1	1	1	1	1	1	1	1	-0	1	1	1	1	1	1	1	347.77	1.2858
7874.21	9.26009	1.62115	5e-05	22.83	0.4913	0.422	1.09493	5.5341	4.5	-0	-0	0.3441	-0	0.03905	0.012975	0.0380392	0.178199	0.29344	0.12	0.146467	0.1066	0.473422	0.3	0.000380763	0.000928869	0.958038	0.159344	1.24258	0.325274	0.3522	0.338578	0.210676	0.338578	0.348542	2	0.23	-0	0.27	2	0.23	-0	0.05	-0	-0	0.5	0.03	0.03	0.03	0.03	0.45	1	1	0.0770115	17.2894	1	1	1	1	1	-0	1	1	1	1	1	1	1	1	1	1	1	-0	1	1	1	1	1	1	1	347.77	1.2858
7923.89	7.77726	1.94518	5e-05	22.83	0.4913	0.422	1.09493	5.5341	4.5	-0	-0	0.3441	-0	0.03905	0.012975	0.0380392	0.178199	0.29344	0.12	0.146467	0.1066	0.473422	0.3	0.000380763	0.000928869	0.958038	0.159344	1.24258	0.325274	0.3522	0.338578	0.210676	0.338578	0.348542	2	0.23	-0	0.27	2	0.23	-0	0.05	-0	-0	0.5	0.03	0.03	0.03	0.03	0.45	1	1	3.54708	1.09994	1	1	1	1	1	-0	1	1	1	1	1	1	1	1	1	1	1	-0	1	1	1	1	1	1	1	347.77	1.2858
7965.86	8.78806	1.10219	5e-05	22.83	0.4913	0.422	1.09493	5.5341	4.5	-0	-0	0.3441	-0	0.03905	0.012975	0.0380392	0.178199	0.29344	0.12	0.146467	0.1066	0.473422	0.3	0.000380763	0.000928869	0.958038	0.159344	1.24258	0.325274	0.3522	0.338578	0.210676	0.338578	0.348542	2	0.23	-0	0.27	2	0.23	-0	0.05	-0	-0	0.5	0.03	0.03	0.03	0.03	0.45	1	1	0.763635	6.23231	1	1	1	1	1	-0	1	1	1	1	1	1	1	1	1	1	1	-0	1	1	1	1	1	1	1	347.77	1.2858
8034.07	7.07601	1.88118	5e-05	22.83	0.4913	0.422	1.09493	5.5341	4.5	-0	-0	0.3441	-0	0.03905	0.012975	0.0380392	0.178199	0.29344	0.12	0.146467	0.1066	0.473422	0.3	0.000380763	0.000928869	0.958038	0.159344	1.24258	0.325274	0.3522	0.338578	0.210676	0.338578	0.348542	2	0.23	-0	0.27	2	0.23	-0	0.05	-0	-0	0.5	0.03	0.03	0.03	0.03	0.45	1	1	15.0662	0.892224	1	1	1	1	1	-0	1	1	1	1	1	1	1	1	1	1	1	-0	1	1	1	1	1	1	1	347.77	1.2858
